参数1_文本,书名,章节名称
但玄意峰人太少，柳胤又经常不在山中，所以这一项流程，其实周迟还没走。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
“要最新的，最全的。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
周迟笑着说道：“麻烦师姐了。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
……,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
苍叶峰主西颢不喜欢吃火锅，峰内的弟子们，又对这位峰主极为崇敬，所以耳濡目染之下，很多弟子都不吃火锅。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
林柏是个例外。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
他早就已经是万里境的修士了。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
在世间可称大修士。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
这样的境界，早就寒暑不侵，无需进食了，但还是很喜欢吃火锅。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
或许是因为他就是庆州府人氏。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
不过他和大多数本地人不一样，他喜欢吃鸳鸯锅。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
外面一圈红汤，里面则是清汤。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
也就是他的身份在这里，若他只是个寻常百姓，一定会被人鄙视。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
或许也有人在鄙视他，只是碍着他的身份，不敢表现出来。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
“林师叔。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
一个年轻弟子从门外走了进来，躬身对着林柏行礼，正是之前去玄意峰的郭新。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
“坐。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
林柏从清汤里捞了一筷子豌豆尖，“他们都说火锅最好吃的是毛肚和鸭肠，黄喉也不错，但我总觉得，豌豆尖才是最好吃的，不过这个时节过了些，已经有些老了。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
众所周知，豌豆尖要在年关前的时候才最嫩，最好吃。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
郭新坐下之后，笑着说道：“师叔要是喜欢，其实可以让药圃那边种一些，那样一年四季都会有很好吃的豌豆尖了。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
林柏摇头，“这些东西，该是什么时候吃，就要什么时候吃才好，变了时节，便不是那个感觉了。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
郭新不懂这里面的区别，但既然对方是师叔，那么师叔说的，那就自然是对的。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
他看着自己身前的碗筷，没有伸出手去拿，他不喜欢吃火锅，也不敢跟林柏一起吃火锅。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
“师叔，事情已经办好了，到时候周迟会下山。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
郭新轻声说了一遍做的事情。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
林柏吃着火锅，听着他说的那些话，想着虽说豌豆尖老了，但也不是不能吃。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
“不要他死。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
林柏夹了一块毛肚放在自己的油碟里，缓缓开口。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
郭新一怔，随即问道：“师叔，这是峰主的意思吗？”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
问出这个问题的时候，郭新就后悔了，因为很多时候，在苍叶峰，林柏就等于西颢。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
他们是亲师兄弟，林柏更是西颢最信任的人。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
他们的意志必然一致。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
“我说，不要他死。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
林柏没有回答他的问题，只是再说了一句话。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
郭新没马上说话，他琢磨着那句话的头两个字。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
片刻后，他缓缓看向林柏。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
他忽然不太后悔了。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
但因为火锅的汤在沸腾，他们两人之间泛起一道白雾，郭新没看清楚林柏的表情。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
三日后的清晨。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
周迟从藏书楼里走出来，要前往内峰。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
这一次他腰间悬着剑。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
没建造玉府，飞剑无处可藏，只能随身带着。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
裴伯在楼外扫着落叶。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
看到周迟出来，裴伯停下手里的动作，笑呵呵道：“这样一看，真是像个剑修了。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
今日的周迟一身青衣，腰间悬剑，加上不错的面容，自然有那市井说书先生故事里的剑仙风姿。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
周迟笑了笑，打趣道：“裴伯年轻的时候肯定更为丰神俊逸。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
听着这话，裴伯极为满意，仰起头笑道：“你这小子，没什么好的，也就是爱说点实话了。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
周迟再次无语。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
这谁都听得出来的客气话，在您老眼里，那就是实话了？,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
不过他要是切实去好好观察裴伯，就肯定会知道，依着裴伯的性子，只要他觉得这话是真的，那这话就只能是真话。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
“去吧。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
裴伯懒得去看周迟的表情，只是开口，“不要误了时辰。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
听着这话，周迟点头，就要离去。,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
裴伯看着周迟的背影，沉默了片刻，忽然喊道：“记得回来。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
周迟没回头，只是回应道：“好。”,人间有剑,第三十章 豌豆尖老了也能吃，为什么要丢掉
周迟没回头，只是回应道：“好。”,人间有剑,第三十一章 云海渡
来到内峰，周迟除了看到那位苍叶峰的郭新之外，还有两人，也算是眼熟。,人间有剑,第三十一章 云海渡
正是一年前，指使应麟找自己麻烦的王师兄和唐师兄。,人间有剑,第三十一章 云海渡
这两人，也都是苍叶峰的弟子。,人间有剑,第三十一章 云海渡
不过和应麟的命运不同，这两人通过了内门的考核，已经成为了内门弟子，并且在前些日子，破境入了灵台。,人间有剑,第三十一章 云海渡
比周迟要早一些。,人间有剑,第三十一章 云海渡
“王渊，唐俞，灵台境。”,人间有剑,第三十一章 云海渡
郭新开口道：“这两位也是苍叶峰的弟子，本来也才入内门不久，理应好好修行，但听说山下有事，也是自告奋勇要为山门尽一份力。”,人间有剑,第三十一章 云海渡
“既然师长们在尽心教导我们，我们理应要报答的。”,人间有剑,第三十一章 云海渡
王渊赶紧开口，唐俞也在一旁点头。,人间有剑,第三十一章 云海渡
周迟只是微笑道：“两位师兄果然是我辈楷模。”,人间有剑,第三十一章 云海渡
郭新笑了笑，指了指另外的两人，一男一女，“那位是朝云峰的何丰师弟，那位是青溪峰的许槐师妹。”,人间有剑,第三十一章 云海渡
“也都是灵台境。”,人间有剑,第三十一章 云海渡
“对了，这位是玄意峰的周迟师弟，也是灵台境。”,人间有剑,第三十一章 云海渡
听着这话，何丰和许槐都看了过来，玄意峰很多年不曾有过新弟子，如今来了一个，他们自然也是有些好奇的。,人间有剑,第三十一章 云海渡
“见过诸位师兄师姐。”,人间有剑,第三十一章 云海渡
他们在打量着周迟的时候，周迟其实也在打量他们。,人间有剑,第三十一章 云海渡
这里除去他之外，一共五人，三个苍叶峰弟子，其余就是每座峰一人了。,人间有剑,第三十一章 云海渡
郭新是玉府境，其余人包括周迟，都只是灵台境。,人间有剑,第三十一章 云海渡
不过除去他之外，其余人，都不是和他同一批上山的新弟子。,人间有剑,第三十一章 云海渡
只是这其余几人，依着曾经天门境的周迟眼光看来，都是天资寻常之辈，估计在各自峰内，都没有资格去参加内门大会，所以才会在内门大会前夕被派出来做事。,人间有剑,第三十一章 云海渡
“既然人到齐了，那咱们便下山了。”,人间有剑,第三十一章 云海渡
郭新看了周迟一眼，便率先朝着山下走去。,人间有剑,第三十一章 云海渡
其余几人都没说话，只是跟了上去。,人间有剑,第三十一章 云海渡
……,人间有剑,第三十一章 云海渡
下山之后，一行数人往西北而去，而且看郭新的意思，也并不着急，走了十余日，才走出不过数百里。,人间有剑,第三十一章 云海渡
本来按着东洲的修士出行习惯，若是路途较远，除去那些大修士，凭着一口气机，就要横渡万里，其余修士，都会选择云海渡船。,人间有剑,第三十一章 云海渡
那是由大修士和阵法大家在云海里开辟出来的“天河”。,人间有剑,第三十一章 云海渡
天河纵横交错，在云海里宛如一张蛛网，覆盖整座东洲，在云海渡船行于天河之中，速度比寻常修士赶路要快出不少。,人间有剑,第三十一章 云海渡
云海渡船由朝廷管制，大汤朝在东洲设有无数的“云渡”，那也是类似于寻常渡口一样的东西，唯一不同的是，云渡只给修士提供出行便利，根据路途长短，收对应数量的梨花钱。,人间有剑,第三十一章 云海渡
大汤朝甚至还设立得有专门的云海司来负责云海渡船的诸多事端。,人间有剑,第三十一章 云海渡
东洲的大宗门都有自己专门的云渡和云海渡船，云渡离着宗门所在地不会太远，这种云渡和寻常的云渡又有不同，除去自家的云海渡船之外，其余云海渡船，不可在宗门所属的云渡停靠。,人间有剑,第三十一章 云海渡
至于东洲之外，也大多如此。,人间有剑,第三十一章 云海渡
虽说周迟众人此行只有数人，并不适合云海渡船出行，但重云山也是有些小的云海舟的。,人间有剑,第三十一章 云海渡
只是不知道为何，郭新没有选择云海舟出行，而是走官道。,人间有剑,第三十一章 云海渡
“郭师兄，这次下山具体是做什么，能否透露一二。”,人间有剑,第三十一章 云海渡
下山做事，也有很多种，诸如重云山在别处买了些灵药也好，还是炼器所需的矿物也好，需要有弟子护送带回山中，不过这几人境界太低，很显然并不适合。,人间有剑,第三十一章 云海渡
毕竟重云山虽然在庆州府是当之无愧的第一大宗，但也总会有些山野散修，邪道巨擘铤而走险，大不了抢夺之后，销声匿迹便是。,人间有剑,第三十一章 云海渡
而简单一些的事情，就是在庆州府内帮一些百姓看诊治病，这样又太简单，只需要带些寻常丹药，给那些百姓吃了，自然药到病除。,人间有剑,第三十一章 云海渡
但如果说是这样，那自然不用这么多人，有个一两人也就是了。,人间有剑,第三十一章 云海渡
本来这些事情在山中郭新就该提前告知的，但他却一直不说，周迟眼见这十几日过去，其余人似乎都不在意，只好自己开口了。,人间有剑,第三十一章 云海渡
郭新笑道：“在河川郡，出现了一头玉府境的妖魔，这些日子，专吃百姓吃人心肝修行，那里的百姓苦不堪言，请求我重云山除去妖魔，山中便派遣我们下山了。”,人间有剑,第三十一章 云海渡
天底下的妖魔大概分两类，一类是北方妖洲的妖修，他们有自己的修行之法，对吃人并无兴趣，除去是妖族之外，和寻常修士没有什么区别。,人间有剑,第三十一章 云海渡
这类妖修和人族虽然说不上是相处十分融洽，但至少也是井水不犯河水，甚至还和人族修士有贸易往来。,人间有剑,第三十一章 云海渡
一些只产于妖洲的修行资源会卖到人族六洲，而妖洲没有的东西，人族也会贩卖过去。,人间有剑,第三十一章 云海渡
但在人族六洲之地的那些妖魔就不同了，他们往往是一些野兽机缘巧合之下得以生出灵智，因为没有系统的修行之法，所以往往会自己摸索出来一些修行之法，但这些修行之法要么是上限极低，要么就是剑走偏锋，诸如以人族为食辅佐之类的。,人间有剑,第三十一章 云海渡
他们数量不多，境界也不高，对修士们产生不了什么影响，但对于寻常百姓来说，就是极大的威胁。,人间有剑,第三十一章 云海渡
所以一旦有妖魔闯入百姓居所，百姓们便是无力反抗的。,人间有剑,第三十一章 云海渡
这个时候百姓们就只能依靠朝廷了，只可惜如今的大汤朝也是摇摇欲坠，那位皇帝更是一意玄修，虽说东洲还说不上民不聊生，但也差不了多少了。,人间有剑,第三十一章 云海渡
不过好在朝廷虽说式微，但大部分州府都有一座坐镇的修行大宗，为了百姓香火，他们自然会管这些事情。,人间有剑,第三十一章 云海渡
“既然是有妖魔吃人，那我们为何不乘坐云海舟快速前往河川郡除去妖魔，早日解除百姓危难呢？”,人间有剑,第三十一章 云海渡
青溪峰的那位女子修士许槐开口询问，河川郡离着重云山数千里，若是坐云海舟，要不了多久。,人间有剑,第三十一章 云海渡
听着这话，周迟看了一眼许槐，没说话。,人间有剑,第三十一章 云海渡
但他已经知道答案。,人间有剑,第三十一章 云海渡
郭新看着许槐笑道：“许师妹，怎得问出这么糊涂的话？不让那妖魔多吃些人，我们除去那妖魔的时候，百姓怎么会感恩戴德？虔诚信奉我重云山。”,人间有剑,第三十一章 云海渡
许槐一怔，她上山的时间不算长，境界也不够高，还做不到所谓的看淡俗事，听着这话，她张了张嘴，只是刚要说话，就被身侧的何丰扯了扯衣袖。,人间有剑,第三十一章 云海渡
“郭师兄说的是，我等受教了。”,人间有剑,第三十一章 云海渡
何丰接过话头来，不让许槐继续问下去。,人间有剑,第三十一章 云海渡
郭新注意到了许槐的表现，却不以为意，“许师妹还是上山时间太短了，再过些时间就知道了，什么仙凡有别，我等上了山，就是那些寻常百姓嘴里的山上仙师了，早就不一样了。”,人间有剑,第三十一章 云海渡
许槐说不出话来。,人间有剑,第三十一章 云海渡
郭新转过头，看了一眼周迟，笑道：“看起来倒是周师弟已然适应了自己的新身份。”,人间有剑,第三十一章 云海渡
周迟没回答，只是转移话题道：“既然那头妖魔已经是玉府境了，看起来这趟全然要依仗郭师兄才是。”,人间有剑,第三十一章 云海渡
“也不尽然，周师弟既然是剑修，杀力卓绝，自然也是要出大力的。”,人间有剑,第三十一章 云海渡
郭新笑道：“不过周师弟不必担心，这等妖魔，虽然开了灵智，有了些造化，但都是蛮力罢了，自然好杀。”,人间有剑,第三十一章 云海渡
周迟笑道：“不管怎么说，师兄都是领队，境界又高妙，肯定是师兄出手，我们几人，在一旁辅助了。说起来也辛苦师兄，若不是有事下山耽误了修行，只怕此次内门大会是要夺魁的。”,人间有剑,第三十一章 云海渡
听着这话，郭新微微一笑，“师弟抬举了，倒是这趟下山耽误了周师弟修行，玄意峰今年，还要靠周师弟啊。”,人间有剑,第三十一章 云海渡
对此，周迟只是笑道：“师兄有句话还是说得很对，既然上了山，哪里有只享受，不出力的道理。”,人间有剑,第三十一章 云海渡
郭新很满意，拍了拍周迟的肩膀，“孺子可教。”,人间有剑,第三十一章 云海渡
周迟不语，只是笑了笑。,人间有剑,第三十一章 云海渡
周迟不语，只是笑了笑。,人间有剑,第三十二章 好一场算计
之后的十余日，郭新依旧走得慢慢悠悠，他是领队，这一切都是他说了算，旁人就算有异议，也没用。,人间有剑,第三十二章 好一场算计
苍叶峰的王渊和唐俞两人自然唯郭新马首是瞻，不会说些什么。,人间有剑,第三十二章 好一场算计
而且他们本来也不在意。,人间有剑,第三十二章 好一场算计
至于许槐，虽说很是不满，但却也做不了什么，其中好几次，她想要找郭新再说说，都被朝云峰的何丰给拦住了。,人间有剑,第三十二章 好一场算计
何丰觉得他们境界不高，在各自峰中本就不受器重，得罪了境界更高的郭新，得不偿失。,人间有剑,第三十二章 好一场算计
这天日暮，几人在一条小河旁过夜。,人间有剑,第三十二章 好一场算计
点了两堆篝火，一堆是郭新和王唐两人，另外一堆，则是周迟三人。,人间有剑,第三十二章 好一场算计
半夜，周迟离开篝火那边，在河边开始养剑和淬炼剑气，这光是赶路，便已经花了一月时间，按着这个速度，约莫还有半月时间才能到河川郡，到时候不知道那郭新还要找出来什么理由暂歇，等到他们除去妖魔之后，只怕内门大会也已经开始了。,人间有剑,第三十二章 好一场算计
即便能在开始之前返山，难道自己就不会在这过程中受些伤吗？,人间有剑,第三十二章 好一场算计
到时候他参加不了，玄意峰又没有旁人，即便是柳胤坚持带伤参加，只怕也不会拿到名次。,人间有剑,第三十二章 好一场算计
所以这就是苍叶峰的阳谋吗？,人间有剑,第三十二章 好一场算计
以下山传道为由，让唯一能可能拿到名次的自己下山，无法参加内门大会。,人间有剑,第三十二章 好一场算计
无法参加，此后三年的修行配额，便理所应当地被削除。,人间有剑,第三十二章 好一场算计
如此一来，事情明了。,人间有剑,第三十二章 好一场算计
虽然还是不知道为何苍叶峰要这么做，但……,人间有剑,第三十二章 好一场算计
“何师兄，郭新明明这般是在不顾那些百姓的生死，话说得难听点，他也是杀死那些百姓的同谋！”,人间有剑,第三十二章 好一场算计
周迟的思绪被一道声音打断，听声音，是那位许槐师姐在说话。,人间有剑,第三十二章 好一场算计
河边，何丰一脸无奈，低声道：“师妹！该低头就低头，有些事情，咱们管不了！”,人间有剑,第三十二章 好一场算计
许槐怒道：“怎么管不了，我现在就起身去河川郡！”,人间有剑,第三十二章 好一场算计
“许师妹，你能不能不要这么傻，别说你擅自离去，要不要事后被宗门治罪，就说你到了那河川郡又如何？依着你的境界，你能杀了那个妖魔？最后结果，就连你也得搭进去！”,人间有剑,第三十二章 好一场算计
何丰叹了口气，“我知道你有一颗善心，但这东洲九大州府，亿兆生民，苦难者比比皆是，你管得过来吗？”,人间有剑,第三十二章 好一场算计
“个人何其渺小，能独善其身就已经难得，若是有些余力，护着家人，护着好友，便已经了不起，师妹你想做那种庇护苍生万民之辈，那除去努力修行之外，别无办法。”,人间有剑,第三十二章 好一场算计
何丰看着眼前的许槐，他无比能理解自己这位师妹，可理解归理解，除去理解之外，还能如何？,人间有剑,第三十二章 好一场算计
“修行当真有用？”,人间有剑,第三十二章 好一场算计
许槐不满道：“那些青天，已经高高在上，那般厉害，为何不曾出手拯救万民？”,人间有剑,第三十二章 好一场算计
听着这话，何丰也有些不知道怎么应对，只能犹豫道：“到了他们这个境界，举手投足间恐怕都有因果缠绕，也不是能随意出手的吧。”,人间有剑,第三十二章 好一场算计
许槐不说话，但很显然她不满意这个答案。,人间有剑,第三十二章 好一场算计
何丰只得说道：“师妹，既然无法，便只能认命。”,人间有剑,第三十二章 好一场算计
许槐咬咬牙，还想说些什么，但却什么都说不出来。,人间有剑,第三十二章 好一场算计
何丰苦口婆心，“师妹，无法渡人之时，总要先保己身。”,人间有剑,第三十二章 好一场算计
许槐不说话，只是低着头。,人间有剑,第三十二章 好一场算计
何丰再叹气，他和这位许师妹是同时上山的，因此平日里私交还不错，虽说后来各自去了朝云峰和青溪峰，但交情不减，要不是如此，他也不会站出来硬着头皮为这位师妹打圆场。,人间有剑,第三十二章 好一场算计
不远的暗处，将所有对话都听了的周迟，沉默片刻，便开始继续去剑气填窍穴。,人间有剑,第三十二章 好一场算计
这两人说了很多，有一句话是说得完全没问题的。,人间有剑,第三十二章 好一场算计
那就是修行有用。,人间有剑,第三十二章 好一场算计
很多事情做不成，其实原因只有一个。,人间有剑,第三十二章 好一场算计
就是不够强。,人间有剑,第三十二章 好一场算计
……,人间有剑,第三十二章 好一场算计
一月之后，一行人终于来到了河川郡的紫气镇。,人间有剑,第三十二章 好一场算计
这座小镇原本并不叫这个名字，据说曾有一位大修士，曾在此地悟道，当时紫气遍天，这才改了名字。,人间有剑,第三十二章 好一场算计
不过以往应当热闹的小镇，他们到来的时候，已经有些死气沉沉。,人间有剑,第三十二章 好一场算计
镇上的富户早就举家逃到了郡城里，剩下的百姓，多半是舍不得那些带不走，但又花费了许多银钱置办的家业。,人间有剑,第三十二章 好一场算计
寻常人努力一生，不过经营一处居所，让其丢掉，自然难舍。,人间有剑,第三十二章 好一场算计
当然，更重要的原因，大概还是因为，那附近的妖魔，尚未将魔爪伸到这里。,人间有剑,第三十二章 好一场算计
虽然小镇百姓人心惶惶，但也在想着，万一那妖魔吃完了附近村子里的人，就不吃人了呢？,人间有剑,第三十二章 好一场算计
就走了呢？,人间有剑,第三十二章 好一场算计
郭新寻到一座颇大的庭院，这里应该本来属于镇上的富户，但如今无人，暂住无妨。,人间有剑,第三十二章 好一场算计
实际上即便有人，要是知道他们是重云山的仙师，只怕巴不得请他们进来。,人间有剑,第三十二章 好一场算计
几人各自寻了厢房之后，回到大堂那边，许槐还是没忍住，开口询问，“郭师兄，我们何时出发去除去那妖魔？”,人间有剑,第三十二章 好一场算计
听着这话，郭新眉头微挑，“许师妹如此着急做什么？到了此处，自然要先让百姓们知晓我们已经来了再说。”,人间有剑,第三十二章 好一场算计
许槐不解，周迟倒是明白。,人间有剑,第三十二章 好一场算计
当地百姓要知道帮他们的人来了之后，这才会大肆宣扬，然后集资，为这些仙师送来东西。,人间有剑,第三十二章 好一场算计
当然，修士已上山修行，自然是看不上那些俗世里的黄白之物的。,人间有剑,第三十二章 好一场算计
之所以要等这一遭，便是等着之后拒绝百姓的钱财，然后这才出发，去除去妖魔。,人间有剑,第三十二章 好一场算计
这样的所作所为，在百姓眼里，那自然就是宛如神仙降世，普渡众生了。,人间有剑,第三十二章 好一场算计
等到了这个时候，“神仙”开口，说如此作为都是宗门派遣，不过听命行事。,人间有剑,第三十二章 好一场算计
到了这个时候，百姓们对那神仙身后的宗门，自然更加感恩戴德。,人间有剑,第三十二章 好一场算计
如此香火可续。,人间有剑,第三十二章 好一场算计
不过郭新看了一眼许槐之后，话锋一转，“不过我们既然来了，自然也是要做些什么的，不然这当地百姓，就要更有枉死者了。”,人间有剑,第三十二章 好一场算计
听着这话，王渊立马便称赞道：“还是郭师兄心怀苍生，这次能跟着郭师兄下山，真是我等的造化啊。”,人间有剑,第三十二章 好一场算计
一侧的唐俞跟着附和，“郭师兄不仅境界高妙……”,人间有剑,第三十二章 好一场算计
只是话还没说完，便被郭新挥手打断，他笑了笑，“都是我等该做的，先说事情吧。”,人间有剑,第三十二章 好一场算计
“那妖魔来此地已有三月，招揽了些扈从，颇有些占山为王要开宗立派的意思。虽说那妖魔也不如我等正统修士，但始终得小心为上才是，依着我看，先派人去探查清楚那妖魔底细，等弄清楚之后，我等布置，再除去此妖魔。”,人间有剑,第三十二章 好一场算计
“诸位师弟师妹，觉得我说得如何？”,人间有剑,第三十二章 好一场算计
郭新笑着看向几人，唐王二人自然没有异议，实际上他这番话也的确没有问题，所以几人都没有说什么。,人间有剑,第三十二章 好一场算计
“既然没问题，那派谁去探查，诸位师弟师妹以为呢？”,人间有剑,第三十二章 好一场算计
“我去！”,人间有剑,第三十二章 好一场算计
许槐没有犹豫，在何丰眼神都没递出来之前，就已经开口了，他心底苦笑一声，倒也没说话。,人间有剑,第三十二章 好一场算计
“许师妹是女子，这趟探查，虽然算不上太过凶险，但始终没那么简单，许师妹便不要去了。”,人间有剑,第三十二章 好一场算计
郭新看着许槐，满脸笑意。,人间有剑,第三十二章 好一场算计
“郭师兄……”,人间有剑,第三十二章 好一场算计
“郭师兄说得对，许师妹到底是女子，理应被照顾的，这确实不妥。”,人间有剑,第三十二章 好一场算计
何丰松了口气，赶紧开口接过话来。,人间有剑,第三十二章 好一场算计
“周师弟，依着你看，谁去探查比较好啊。”,人间有剑,第三十二章 好一场算计
他紧接着又开口，不给许槐说话的机会。,人间有剑,第三十二章 好一场算计
周迟一直没说话，但郭新一直的目标就是他。,人间有剑,第三十二章 好一场算计
他一开口，就将周迟架了上去，如今周迟的回答在他看来，无非两种，要么就是自告奋勇，要么就是请他定夺。,人间有剑,第三十二章 好一场算计
至于真要说谁适合，他倒是觉得周迟不会蠢到这个地步。,人间有剑,第三十二章 好一场算计
“郭师兄，我仔细又想了想，觉得不必探查吧，我等数人，都是灵台境，再加上师兄这位玉府境，一拥而上，什么妖魔？什么开宗立派？那都是痴人说梦罢了！”,人间有剑,第三十二章 好一场算计
周迟开口，“我愿意跟在郭师兄身后，不避斧钺，不思生死，只愿意为天下苍生，尽一份自己的力！”,人间有剑,第三十二章 好一场算计
许槐听着这话，眼眸闪光。,人间有剑,第三十二章 好一场算计
何丰则是怪异地看了一眼周迟。,人间有剑,第三十二章 好一场算计
“啊哈哈……师弟还真是剑修，直来直去，但须知许多事情，都要谋定而后动，一味地蛮干，这可不行。”,人间有剑,第三十二章 好一场算计
“这样吧，周师弟才上山，还是太过青涩……所以这次探查便由周师弟去吧，也算是一次磨炼，玄意峰同门寥寥，给予师弟的教导不够，我等也不该就此旁观啊。”,人间有剑,第三十二章 好一场算计
郭新笑着开口，一双眸子就这么看着周迟。,人间有剑,第三十二章 好一场算计
所有人都等着周迟的回复。,人间有剑,第三十二章 好一场算计
周迟看着郭新，没有拒绝，他微笑道：“既然郭师兄都这么说了，那我再推辞，就辜负师兄一番美意了。”,人间有剑,第三十二章 好一场算计
周迟看着郭新，没有拒绝，他微笑道：“既然郭师兄都这么说了，那我再推辞，就辜负师兄一番美意了。”,人间有剑,第三十三章 太子殿下
郭新极为满意地拍了拍周迟的肩膀，笑道：“那就劳烦周师弟了，不过周师弟还是要谨慎行事，探查出结果之后传讯回来，不要擅作主张，这区区一个妖魔虽说要杀，但师弟的命可要比这个妖魔重要得多。”,人间有剑,第三十三章 太子殿下
说完这句话，郭新转身便走了，唐王两人没说什么，眼里甚至有些幸灾乐祸的意思。,人间有剑,第三十三章 太子殿下
他们跟周迟不止没有交情，甚至说起来，还有些仇怨。,人间有剑,第三十三章 太子殿下
要不是有郭新在，说不准这两人还会做些什么事情出来。,人间有剑,第三十三章 太子殿下
眼见苍叶峰的三人都走了，许槐看向周迟说道：“周师弟，一定要小心，探查出结果之后，便马上传讯给我们，我们马上便到。”,人间有剑,第三十三章 太子殿下
旁人要是说这番话，周迟也不会太过在意，但许槐说这话，倒是十分真诚。,人间有剑,第三十三章 太子殿下
于是周迟点点头，“多谢师姐。”,人间有剑,第三十三章 太子殿下
许槐还想说些什么，但最后嘴唇动了动，也没说出什么来。,人间有剑,第三十三章 太子殿下
周迟笑了笑，并未继续追问。,人间有剑,第三十三章 太子殿下
……,人间有剑,第三十三章 太子殿下
周迟出了庭院，往小镇外走去。,人间有剑,第三十三章 太子殿下
其实周迟知道许槐最后那想说，又没有说出来的话是什么，无非是想要劝自己小心郭新。,人间有剑,第三十三章 太子殿下
只是在那地方，说不准郭新就在身后某处看着，她最后还是没把那些话说出来。,人间有剑,第三十三章 太子殿下
不过她肯定是不知道郭新为什么要针对自己，估摸着还是只会把这桩事情当成私人恩怨。,人间有剑,第三十三章 太子殿下
以公报私，虽说不体面，但始终名义上是过得去的。,人间有剑,第三十三章 太子殿下
但周迟想的其实会多一些，有没有可能这所谓的妖魔，就是苍叶峰的手段？,人间有剑,第三十三章 太子殿下
自己前去，死于妖魔之手。,人间有剑,第三十三章 太子殿下
这才是苍叶峰和郭新的最终目的？,人间有剑,第三十三章 太子殿下
想着这事，周迟眯了眯眼，如果真是这样，那么……有些人就要失望。,人间有剑,第三十三章 太子殿下
有些人是要付出代价的。,人间有剑,第三十三章 太子殿下
想着这事，周迟离开小镇。,人间有剑,第三十三章 太子殿下
约莫半刻钟之后，紫气镇外响起些马蹄声，有一行人，策马而入小镇。,人间有剑,第三十三章 太子殿下
入镇之后，为首的紫服年轻男子一拉缰绳，胯下那匹神骏不已的白马打了个响鼻，就此慢了下来。,人间有剑,第三十三章 太子殿下
