震级,发震时刻,纬度,经度,深度,参考位置,地址链接
6.8,2025-01-07 09:05:16,28.50,87.45,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CC20250107090516.html
4.4,2024-12-30 03:51:37,23.54,120.66,10,台湾嘉义县,https://news.ceic.ac.cn/CC20241230035137.html
3.0,2024-12-27 00:17:59,28.36,104.89,10,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20241227001759.html
3.1,2024-12-26 17:20:54,29.05,105.38,8,四川泸州市龙马潭区,https://news.ceic.ac.cn/CD20241226172054.html
4.8,2024-12-26 16:08:50,23.97,121.90,31,台湾花莲县海域,https://news.ceic.ac.cn/CD20241226160851.html
3.1,2024-12-23 06:37:39,28.82,94.95,10,西藏林芝市墨脱县,https://news.ceic.ac.cn/CC20241223063740.html
3.4,2024-12-21 13:01:58,34.15,78.88,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CD20241221130158.html
3.9,2024-12-21 02:32:25,29.83,92.26,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241221023226.html
3.0,2024-12-15 04:37:25,34.75,87.64,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20241215043725.html
3.0,2024-12-12 13:40:23,32.28,93.83,10,西藏那曲市巴青县,https://news.ceic.ac.cn/CD20241212134024.html
4.0,2024-12-10 21:56:47,24.75,122.51,95,台湾宜兰县海域,https://news.ceic.ac.cn/CD20241210215648.html
3.9,2024-12-09 02:12:23,33.65,81.74,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CD20241209021224.html
3.0,2024-12-08 11:41:49,35.57,89.61,10,西藏那曲市安多县,https://news.ceic.ac.cn/CD20241208114149.html
4.6,2024-12-08 06:07:49,29.35,94.92,30,西藏林芝市墨脱县,https://news.ceic.ac.cn/CC20241208060749.html
3.7,2024-12-08 02:00:21,29.84,92.26,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241208020021.html
4.3,2024-12-07 15:48:29,24.00,122.16,7,台湾花莲县海域,https://news.ceic.ac.cn/CD20241207154830.html
3.5,2024-12-07 10:36:22,34.17,89.33,10,西藏那曲市安多县,https://news.ceic.ac.cn/CD20241207103623.html
3.4,2024-12-04 08:42:08,29.83,92.25,8,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241204084209.html
3.4,2024-12-02 16:18:48,29.74,101.12,10,四川甘孜州雅江县,https://news.ceic.ac.cn/CD20241202161848.html
4.3,2024-11-27 23:32:22,23.95,121.75,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20241127233222.html
3.1,2024-11-25 13:00:29,29.82,92.25,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241125130029.html
3.0,2024-11-25 07:20:11,29.25,105.13,8,四川自贡市富顺县,https://news.ceic.ac.cn/CD20241125072011.html
3.6,2024-11-22 22:42:04,29.82,92.25,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241122224205.html
4.7,2024-11-22 20:40:18,23.21,120.23,15,台湾台南市,https://news.ceic.ac.cn/CD20241122204019.html
3.4,2024-11-21 09:16:42,32.96,98.43,18,四川甘孜州石渠县,https://news.ceic.ac.cn/CD20241121091642.html
4.1,2024-11-18 15:06:24,29.83,92.25,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241118150624.html
4.4,2024-11-18 15:01:56,29.83,92.26,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241118150157.html
3.8,2024-11-15 23:02:16,27.20,102.26,17,四川凉山州德昌县,https://news.ceic.ac.cn/CD20241115230217.html
3.6,2024-11-15 04:48:57,34.58,82.48,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CC20241115044858.html
4.5,2024-11-14 10:38:15,23.90,121.70,15,台湾花莲县海域,https://news.ceic.ac.cn/CC20241114103815.html
3.2,2024-11-14 00:54:50,29.84,92.26,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241114005450.html
2.8,2024-11-13 13:04:37,31.97,104.48,8,四川绵阳市北川县,https://news.ceic.ac.cn/CD20241113130437.html
3.4,2024-11-13 12:15:03,29.83,92.25,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241113121503.html
3.4,2024-11-12 22:41:36,29.82,92.26,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241112224136.html
3.7,2024-11-11 13:29:21,29.81,92.27,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241111132922.html
2.9,2024-11-09 02:05:28,29.26,105.16,9,四川自贡市富顺县,https://news.ceic.ac.cn/CD20241109020528.html
4.0,2024-11-08 13:00:52,29.81,92.26,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241108130053.html
4.5,2024-11-07 04:19:53,29.85,92.25,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241107041953.html
4.5,2024-11-07 01:19:39,23.59,121.61,20,台湾花莲县海域,https://news.ceic.ac.cn/CD20241107011939.html
3.1,2024-11-06 11:22:29,28.35,104.89,10,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20241106112230.html
3.0,2024-11-06 11:01:54,29.80,92.24,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CD20241106110155.html
3.1,2024-11-04 10:51:29,31.67,92.08,10,西藏那曲市色尼区,https://news.ceic.ac.cn/CC20241104105130.html
3.9,2024-11-02 06:03:44,29.81,92.24,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241102060345.html
4.2,2024-11-02 05:35:49,33.72,86.40,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20241102053550.html
3.1,2024-11-02 04:59:20,33.87,86.65,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20241102045921.html
3.2,2024-11-01 20:26:37,28.32,104.93,11,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20241101202637.html
4.7,2024-11-01 00:18:18,23.52,121.64,25,台湾花莲县海域,https://news.ceic.ac.cn/CD20241101001818.html
3.6,2024-10-31 09:45:01,29.82,92.25,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CD20241031094502.html
4.1,2024-10-31 09:32:38,29.83,92.25,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241031093238.html
4.0,2024-10-28 21:08:31,27.69,94.26,10,西藏山南市错那市,https://news.ceic.ac.cn/CD20241028210831.html
3.0,2024-10-28 16:54:37,31.48,104.22,9,四川德阳市绵竹市,https://news.ceic.ac.cn/CD20241028165437.html
4.8,2024-10-27 18:21:43,23.97,121.78,31,台湾花莲县海域,https://news.ceic.ac.cn/CD20241027182144.html
4.0,2024-10-27 14:56:55,23.43,120.42,10,台湾嘉义县,https://news.ceic.ac.cn/CD20241027145656.html
4.2,2024-10-27 14:19:12,23.36,120.48,18,台湾台南市,https://news.ceic.ac.cn/CD20241027141913.html
3.6,2024-10-26 09:19:05,34.09,83.25,25,西藏阿里地区改则县,https://news.ceic.ac.cn/CD20241026091906.html
4.0,2024-10-24 05:11:18,32.49,90.28,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CC20241024051119.html
3.5,2024-10-21 09:17:58,24.62,120.07,10,台湾海峡中部,https://news.ceic.ac.cn/CD20241021091758.html
3.1,2024-10-21 06:57:11,29.79,92.25,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241021065712.html
3.2,2024-10-21 06:54:33,29.80,92.24,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20241021065433.html
4.4,2024-10-16 21:58:21,24.03,121.71,36,台湾花莲县海域,https://news.ceic.ac.cn/CD20241016215822.html
4.1,2024-10-14 21:17:14,24.18,121.96,28,台湾花莲县海域,https://news.ceic.ac.cn/CD20241014211714.html
4.1,2024-10-13 19:36:31,24.08,121.51,10,台湾花莲县,https://news.ceic.ac.cn/CD20241013193631.html
3.1,2024-10-11 03:27:49,32.83,82.20,10,西藏阿里地区革吉县,https://news.ceic.ac.cn/CD20241011032749.html
3.0,2024-10-10 17:51:32,28.41,104.82,12,四川宜宾市珙县,https://news.ceic.ac.cn/CD20241010175133.html
4.5,2024-10-10 01:52:51,28.12,105.13,10,四川宜宾市兴文县,https://news.ceic.ac.cn/CC20241010015251.html
2.5,2024-10-08 10:25:35,32.33,104.91,14,四川广元市青川县,https://news.ceic.ac.cn/CC20241008102535.html
3.7,2024-10-06 16:48:34,23.98,118.68,18,台湾海峡中部,https://news.ceic.ac.cn/CD20241006164835.html
2.8,2024-10-06 07:43:33,29.76,101.12,8,四川甘孜州雅江县,https://news.ceic.ac.cn/CD20241006074334.html
3.6,2024-10-05 11:33:18,30.64,84.55,10,西藏阿里地区措勤县,https://news.ceic.ac.cn/CD20241005113319.html
3.4,2024-10-01 10:58:34,32.97,98.41,8,四川甘孜州石渠县,https://news.ceic.ac.cn/CD20241001105834.html
3.2,2024-09-28 01:52:25,34.45,86.14,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20240928015225.html
3.3,2024-09-24 12:36:28,29.52,104.12,8,四川乐山市井研县,https://news.ceic.ac.cn/CC20240924123628.html
3.8,2024-09-22 00:58:09,31.56,88.37,10,西藏那曲市申扎县,https://news.ceic.ac.cn/CC20240922005809.html
4.5,2024-09-21 18:51:09,24.30,121.60,20,台湾花莲县,https://news.ceic.ac.cn/CC20240921185109.html
4.2,2024-09-18 23:09:51,23.86,122.47,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240918230951.html
3.6,2024-09-14 09:16:36,28.08,104.84,10,四川宜宾市珙县,https://news.ceic.ac.cn/CC20240914091636.html
4.7,2024-09-14 02:29:51,31.40,86.53,14,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20240914022951.html
3.6,2024-09-13 20:27:17,33.66,85.36,26,西藏阿里地区改则县,https://news.ceic.ac.cn/CC20240913202717.html
3.8,2024-09-13 18:01:08,34.01,82.21,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CC20240913180108.html
4.7,2024-09-07 13:16:48,23.88,121.80,20,台湾花莲县海域,https://news.ceic.ac.cn/CC20240907131648.html
3.5,2024-09-06 18:21:14,34.57,83.71,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CC20240906182114.html
3.8,2024-09-04 04:34:40,34.53,83.68,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CC20240904043440.html
5.0,2024-09-02 16:26:24,23.90,121.73,20,台湾花莲县海域,https://news.ceic.ac.cn/CC20240902162624.html
3.2,2024-09-01 14:53:51,29.75,101.11,15,四川甘孜州雅江县,https://news.ceic.ac.cn/CC20240901145351.html
4.0,2024-09-01 02:21:40,23.87,121.70,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240901022140.html
3.1,2024-08-31 18:40:18,28.08,105.15,10,四川宜宾市兴文县,https://news.ceic.ac.cn/CC20240831184018.html
4.0,2024-08-29 04:14:52,24.15,121.74,25,台湾花莲县海域,https://news.ceic.ac.cn/CD20240829041452.html
4.2,2024-08-17 21:10:10,24.41,122.06,10,台湾宜兰县海域,https://news.ceic.ac.cn/CD20240817211011.html
4.0,2024-08-17 06:19:29,23.84,121.54,18,台湾花莲县,https://news.ceic.ac.cn/CC20240817061929.html
6.1,2024-08-16 07:35:52,23.74,121.95,16,台湾花莲县海域,https://news.ceic.ac.cn/CC20240816073553.html
3.0,2024-08-16 05:40:46,32.55,84.89,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CD20240816054046.html
4.0,2024-08-15 17:33:05,24.45,121.78,9,台湾宜兰县,https://news.ceic.ac.cn/CD20240815173306.html
5.4,2024-08-15 17:06:46,24.46,121.82,20,台湾宜兰县,https://news.ceic.ac.cn/CC20240815170647.html
3.6,2024-08-13 20:08:57,28.22,100.69,19,四川凉山州木里县,https://news.ceic.ac.cn/CD20240813200858.html
3.1,2024-08-07 10:44:47,29.55,102.02,9,四川甘孜州泸定县,https://news.ceic.ac.cn/CD20240807104448.html
3.4,2024-08-05 03:09:38,31.81,101.23,10,四川阿坝州壤塘县,https://news.ceic.ac.cn/CC20240805030938.html
3.1,2024-08-04 00:28:39,29.96,87.01,10,西藏日喀则市昂仁县,https://news.ceic.ac.cn/CD20240804002839.html
3.0,2024-08-02 00:18:02,29.24,105.56,8,四川泸州市泸县,https://news.ceic.ac.cn/CC20240802001802.html
3.0,2024-08-01 11:18:10,28.16,105.18,10,四川宜宾市兴文县,https://news.ceic.ac.cn/CD20240801111810.html
3.2,2024-08-01 07:20:30,28.21,100.70,8,四川凉山州木里县,https://news.ceic.ac.cn/CD20240801072031.html
3.2,2024-07-31 08:39:18,28.22,100.69,11,四川凉山州木里县,https://news.ceic.ac.cn/CD20240731083918.html
3.1,2024-07-30 15:35:52,32.20,92.74,10,西藏那曲市聂荣县,https://news.ceic.ac.cn/CD20240730153553.html
4.0,2024-07-30 09:27:33,29.50,98.80,10,西藏昌都市芒康县,https://news.ceic.ac.cn/CD20240730092733.html
3.1,2024-07-28 05:22:21,33.34,87.27,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20240728052221.html
4.5,2024-07-27 19:21:46,21.86,121.22,28,台湾屏东县海域,https://news.ceic.ac.cn/CD20240727192147.html
3.6,2024-07-26 20:50:23,34.17,86.46,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240726205024.html
4.2,2024-07-26 10:23:53,24.11,122.32,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240726102353.html
3.0,2024-07-23 09:22:56,32.53,89.21,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20240723092257.html
3.2,2024-07-22 23:02:18,33.20,88.46,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20240722230219.html
3.2,2024-07-20 06:21:04,33.88,86.67,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240720062105.html
3.0,2024-07-17 12:23:57,28.21,100.69,11,四川凉山州木里县,https://news.ceic.ac.cn/CD20240717122358.html
3.4,2024-07-14 06:49:31,29.97,87.00,10,西藏日喀则市昂仁县,https://news.ceic.ac.cn/CD20240714064931.html
3.0,2024-07-11 03:49:25,29.97,86.99,10,西藏日喀则市昂仁县,https://news.ceic.ac.cn/CD20240711034926.html
3.1,2024-07-10 21:38:15,30.15,82.67,10,西藏日喀则市仲巴县,https://news.ceic.ac.cn/CD20240710213815.html
3.3,2024-07-10 03:17:59,34.25,86.52,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240710031760.html
3.4,2024-07-07 10:56:42,29.27,105.50,8,四川泸州市泸县,https://news.ceic.ac.cn/CD20240707105642.html
3.1,2024-06-28 13:59:34,28.34,104.97,9,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20240628135935.html
4.9,2024-06-23 22:27:09,23.84,121.71,19,台湾花莲县海域,https://news.ceic.ac.cn/CD20240623222709.html
3.4,2024-06-23 22:11:30,34.11,86.41,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240623221131.html
4.2,2024-06-23 20:42:48,33.92,86.26,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CC20240623204248.html
4.6,2024-06-23 20:40:17,33.99,86.25,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20240623204017.html
3.9,2024-06-18 21:42:52,35.19,87.82,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20240618214253.html
4.0,2024-06-18 11:46:57,24.13,121.90,19,台湾花莲县海域,https://news.ceic.ac.cn/CD20240618114658.html
2.9,2024-06-15 09:52:40,29.45,104.80,11,四川自贡市大安区,https://news.ceic.ac.cn/CD20240615095241.html
4.2,2024-06-15 07:24:16,34.09,86.47,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240615072417.html
3.4,2024-06-13 03:22:34,34.77,88.12,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20240613032235.html
3.1,2024-06-13 01:47:18,34.11,86.37,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240613014719.html
3.2,2024-06-12 15:31:05,32.49,93.56,10,西藏那曲市巴青县,https://news.ceic.ac.cn/CC20240612153105.html
4.7,2024-06-12 11:48:15,33.61,97.46,10,四川甘孜州石渠县,https://news.ceic.ac.cn/CC20240612114815.html
4.2,2024-06-12 05:51:32,23.81,121.67,20,台湾花莲县海域,https://news.ceic.ac.cn/CD20240612055133.html
4.0,2024-06-10 00:01:16,34.26,86.55,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240610000116.html
4.2,2024-06-07 20:23:03,32.12,101.27,11,四川阿坝州壤塘县,https://news.ceic.ac.cn/CD20240607202304.html
3.8,2024-06-05 20:05:15,32.63,86.05,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20240605200515.html
3.1,2024-06-05 01:42:42,34.10,86.39,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240605014243.html
3.0,2024-06-04 12:14:09,27.40,101.74,8,四川凉山州盐源县,https://news.ceic.ac.cn/CD20240604121410.html
3.6,2024-06-04 02:54:02,34.22,86.42,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240604025403.html
4.1,2024-06-02 09:27:24,23.75,121.67,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240602092724.html
3.2,2024-06-01 20:37:50,34.41,86.45,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240601203751.html
3.7,2024-06-01 18:58:56,34.23,86.33,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240601185856.html
3.0,2024-06-01 11:15:18,34.54,86.65,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240601111518.html
3.8,2024-06-01 10:59:54,34.47,86.42,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240601105955.html
5.9,2024-06-01 08:46:37,34.14,86.36,8,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20240601084638.html
4.2,2024-06-01 08:32:38,24.35,122.08,10,台湾宜兰县海域,https://news.ceic.ac.cn/CD20240601083238.html
5.2,2024-06-01 01:10:59,24.01,121.59,10,台湾花莲县,https://news.ceic.ac.cn/CC20240601011059.html
3.7,2024-05-31 01:10:20,28.21,100.66,8,四川凉山州木里县,https://news.ceic.ac.cn/CD20240531011020.html
4.0,2024-05-30 23:52:16,23.95,121.75,32,台湾花莲县海域,https://news.ceic.ac.cn/CD20240530235216.html
4.3,2024-05-30 07:54:44,24.01,121.86,17,台湾花莲县海域,https://news.ceic.ac.cn/CD20240530075444.html
4.5,2024-05-30 09:11:38,24.20,121.79,32,台湾花莲县海域,https://news.ceic.ac.cn/CD20240530091138.html
3.0,2024-05-30 06:38:38,28.25,100.68,14,四川凉山州木里县,https://news.ceic.ac.cn/CD20240530063839.html
3.6,2024-05-28 09:13:02,30.16,81.26,10,西藏阿里地区普兰县,https://news.ceic.ac.cn/CD20240528091303.html
3.2,2024-05-27 21:53:34,28.48,96.33,10,西藏林芝市察隅县,https://news.ceic.ac.cn/CC20240527215334.html
3.0,2024-05-27 18:47:45,28.23,100.69,10,四川凉山州木里县,https://news.ceic.ac.cn/CC20240527184745.html
4.1,2024-05-27 18:39:16,28.24,100.67,8,四川凉山州木里县,https://news.ceic.ac.cn/CC20240527183916.html
4.5,2024-05-27 18:37:10,28.24,100.70,8,四川凉山州木里县,https://news.ceic.ac.cn/CC20240527183710.html
3.0,2024-05-27 16:43:55,28.24,100.69,9,四川凉山州木里县,https://news.ceic.ac.cn/CC20240527164355.html
4.4,2024-05-27 16:25:34,28.25,100.68,9,四川凉山州木里县,https://news.ceic.ac.cn/CC20240527162534.html
5.0,2024-05-27 11:07:10,28.25,100.70,8,四川凉山州木里县,https://news.ceic.ac.cn/CC20240527110710.html
3.8,2024-05-27 07:02:52,30.56,86.31,10,西藏日喀则市昂仁县,https://news.ceic.ac.cn/CC20240527070252.html
3.0,2024-05-26 19:10:29,29.24,105.52,15,四川泸州市泸县,https://news.ceic.ac.cn/CD20240526191030.html
4.4,2024-05-25 01:07:10,24.22,121.84,21,台湾花莲县海域,https://news.ceic.ac.cn/CD20240525010710.html
5.0,2024-05-22 16:00:42,23.80,121.74,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240522160042.html
3.4,2024-05-21 09:38:36,29.78,102.02,11,四川甘孜州泸定县,https://news.ceic.ac.cn/CD20240521093836.html
3.0,2024-05-21 07:39:22,29.78,102.02,11,四川甘孜州泸定县,https://news.ceic.ac.cn/CD20240521073922.html
3.8,2024-05-21 05:26:59,33.64,81.92,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CD20240521052659.html
3.0,2024-05-15 08:49:10,31.55,104.05,13,四川德阳市绵竹市,https://news.ceic.ac.cn/CD20240515084910.html
3.1,2024-05-13 04:11:13,28.25,100.68,11,四川凉山州木里县,https://news.ceic.ac.cn/CD20240513041114.html
4.4,2024-05-11 17:44:39,23.99,121.77,17,台湾花莲县海域,https://news.ceic.ac.cn/CC20240511174440.html
4.5,2024-05-11 13:16:01,23.85,121.73,8,台湾花莲县海域,https://news.ceic.ac.cn/CD20240511131601.html
5.6,2024-05-10 15:45:19,24.22,121.89,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240510154519.html
3.1,2024-05-09 15:33:08,33.39,86.93,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CD20240509153308.html
4.6,2024-05-10 09:37:24,23.86,121.59,10,台湾花莲县,https://news.ceic.ac.cn/CD20240510093724.html
4.6,2024-05-10 09:35:39,23.76,121.64,10,台湾花莲县海域,https://news.ceic.ac.cn/CD20240510093539.html
4.2,2024-05-08 19:31:23,24.10,122.56,20,台湾花莲县海域,https://news.ceic.ac.cn/CD20240508193124.html
4.3,2024-05-08 16:40:44,23.71,121.61,9,台湾花莲县海域,https://news.ceic.ac.cn/CD20240508164045.html
5.2,2024-05-06 17:52:46,23.70,121.57,25,台湾花莲县海域,https://news.ceic.ac.cn/CC20240506175247.html
5.3,2024-05-06 17:45:32,23.71,121.62,20,台湾花莲县海域,https://news.ceic.ac.cn/CC20240506174532.html
4.5,2024-05-02 10:07:27,22.50,121.46,10,台湾台东县海域,https://news.ceic.ac.cn/CD20240502100727.html
3.4,2024-05-01 03:22:55,30.54,83.73,10,西藏日喀则市仲巴县,https://news.ceic.ac.cn/CD20240501032255.html
3.1,2024-04-29 21:55:43,28.14,92.63,10,西藏山南市隆子县,https://news.ceic.ac.cn/CD20240429215544.html
4.0,2024-04-29 01:40:20,24.14,121.77,31,台湾花莲县海域,https://news.ceic.ac.cn/CD20240429014020.html
3.0,2024-04-27 13:47:55,31.32,103.72,17,四川成都市彭州市,https://news.ceic.ac.cn/CC20240427134756.html
4.0,2024-04-27 03:13:27,24.18,121.73,25,台湾花莲县海域,https://news.ceic.ac.cn/CD20240427031327.html
5.3,2024-04-27 02:49:28,24.21,121.77,27,台湾花莲县海域,https://news.ceic.ac.cn/CC20240427024928.html
4.6,2024-04-26 20:28:13,23.80,121.56,10,台湾花莲县,https://news.ceic.ac.cn/CD20240426202813.html
4.1,2024-04-25 09:23:20,23.82,121.62,10,台湾花莲县海域,https://news.ceic.ac.cn/CD20240425092321.html
4.0,2024-04-25 08:19:14,23.70,121.58,9,台湾花莲县海域,https://news.ceic.ac.cn/CD20240425081914.html
5.0,2024-04-25 02:11:55,23.95,122.31,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240425021155.html
4.4,2024-04-24 15:30:52,23.81,121.61,10,台湾花莲县海域,https://news.ceic.ac.cn/CD20240424153053.html
4.1,2024-04-24 13:01:19,24.28,122.04,10,台湾花莲县海域,https://news.ceic.ac.cn/CD20240424130120.html
4.4,2024-04-24 00:02:21,24.08,121.74,14,台湾花莲县海域,https://news.ceic.ac.cn/CD20240424000222.html
3.2,2024-04-23 21:54:47,28.54,103.75,10,四川宜宾市屏山县,https://news.ceic.ac.cn/CD20240423215448.html
4.2,2024-04-23 20:40:51,23.76,121.63,8,台湾花莲县海域,https://news.ceic.ac.cn/CD20240423204052.html
4.0,2024-04-23 13:08:08,23.76,121.56,10,台湾花莲县,https://news.ceic.ac.cn/CC20240423130808.html
4.1,2024-04-23 10:27:06,23.83,121.58,10,台湾花莲县,https://news.ceic.ac.cn/CC20240423102707.html
4.4,2024-04-23 10:23:53,23.90,121.55,10,台湾花莲县,https://news.ceic.ac.cn/CC20240423102353.html
5.0,2024-04-23 10:21:01,23.82,121.60,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240423102102.html
5.0,2024-04-23 09:45:46,23.80,121.58,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240423094547.html
6.0,2024-04-23 08:04:06,23.87,121.59,10,台湾花莲县,https://news.ceic.ac.cn/CC20240423080406.html
5.3,2024-04-23 05:31:40,23.81,121.60,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240423053140.html
5.0,2024-04-23 05:24:33,23.73,121.49,10,台湾花莲县,https://news.ceic.ac.cn/CC20240423052433.html
5.2,2024-04-23 05:19:37,23.76,121.58,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240423051937.html
4.8,2024-04-23 05:14:47,23.75,121.51,10,台湾花莲县,https://news.ceic.ac.cn/CC20240423051447.html
4.2,2024-04-23 05:11:01,23.75,121.52,10,台湾花莲县,https://news.ceic.ac.cn/CC20240423051101.html
5.1,2024-04-23 05:04:22,23.69,121.52,10,台湾花莲县,https://news.ceic.ac.cn/CC20240423050422.html
4.8,2024-04-23 04:52:58,23.81,121.48,8,台湾花莲县,https://news.ceic.ac.cn/CC20240423045258.html
6.0,2024-04-23 08:04:06,23.87,121.59,10,台湾花莲县,https://news.ceic.ac.cn/CC20240423080406.html
4.8,2024-04-23 03:19:54,23.88,121.57,10,台湾花莲县,https://news.ceic.ac.cn/CC20240423031954.html
4.8,2024-04-23 04:03:08,23.80,121.61,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240423040308.html
4.6,2024-04-23 03:34:06,23.77,121.58,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240423033406.html
6.2,2024-04-23 02:32:50,23.81,121.53,10,台湾花莲县,https://news.ceic.ac.cn/CC20240423023250.html
6.3,2024-04-23 02:26:53,23.70,121.68,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240423022653.html
4.2,2024-04-23 01:40:25,23.70,121.51,10,台湾花莲县,https://news.ceic.ac.cn/CC20240423014025.html
4.0,2024-04-23 00:33:05,23.84,121.69,12,台湾花莲县海域,https://news.ceic.ac.cn/CD20240423003305.html
5.9,2024-04-22 22:11:25,23.79,121.49,9,台湾花莲县,https://news.ceic.ac.cn/CC20240422221126.html
4.2,2024-04-22 21:42:57,23.83,121.65,10,台湾花莲县海域,https://news.ceic.ac.cn/CD20240422214257.html
5.1,2024-04-22 21:13:41,23.67,121.54,10,台湾花莲县,https://news.ceic.ac.cn/CC20240422211341.html
4.4,2024-04-22 21:00:43,23.72,121.58,10,台湾花莲县海域,https://news.ceic.ac.cn/CD20240422210043.html
4.8,2024-04-22 19:45:37,23.70,121.58,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240422194537.html
4.5,2024-04-22 19:44:00,23.77,121.60,10,台湾花莲县海域,https://news.ceic.ac.cn/CD20240422194400.html
4.6,2024-04-22 19:34:29,23.74,121.53,10,台湾花莲县,https://news.ceic.ac.cn/CD20240422193430.html
4.8,2024-04-22 19:25:59,23.75,121.45,10,台湾花莲县,https://news.ceic.ac.cn/CC20240422192560.html
4.6,2024-04-22 19:25:14,23.71,121.53,10,台湾花莲县,https://news.ceic.ac.cn/CC20240422192515.html
4.4,2024-04-22 19:22:07,23.78,121.59,10,台湾花莲县海域,https://news.ceic.ac.cn/CD20240422192207.html
4.9,2024-04-22 19:13:11,23.81,121.68,11,台湾花莲县海域,https://news.ceic.ac.cn/CD20240422191312.html
