参数1_文本,书名,章节名称
比如去年的“韩良”，就不止一次的上过新闻，报道称“新学员韩良等人在最近进步神速，测试拳力已达到xxx公斤”或是“新学员韩良等人表现优异，获得武馆联盟颁发的xx奖项”等等。,星武纪元,第024章 录取通知
但是这样的身份认定，和铺天盖地的“服用神药传闻”同时出现，就显得非常奇怪。,星武纪元,第024章 录取通知
外界会很迷惑，秦恒到底是天才还是废材？他到底吃没吃神药？以后能不能成为真正的武者？,星武纪元,第024章 录取通知
这种矛盾，在秦恒成为武者之前，是不会停止的。,星武纪元,第024章 录取通知
不过秦恒倒是不怎么在意。,星武纪元,第024章 录取通知
别人怎么议论是别人的事，他又不会少块肉。,星武纪元,第024章 录取通知
再说了，以他现在的实力，相信要不了多久就可以进行初级武者考核。,星武纪元,第024章 录取通知
到时候他就是真正的武者了，谣言不攻自破。,星武纪元,第024章 录取通知
“我去办公室看看。”,星武纪元,第024章 录取通知
他暂停训练，走向杨教练的办公室。,星武纪元,第024章 录取通知
苏狂和陈元有些好奇通知书的样子，就一起跟上了他。,星武纪元,第024章 录取通知
不多时，三人来到办公室门口。,星武纪元,第024章 录取通知
“杨教练，我来了。”秦恒敲了敲门。,星武纪元,第024章 录取通知
门没关，杨怀安教练正和一位大胡子中年坐在一起喝茶。,星武纪元,第024章 录取通知
这大胡子，赫然就是昨天给秦恒开条件的那位天道武馆负责人。,星武纪元,第024章 录取通知
“进来吧。”杨教练对他招招手。,星武纪元,第024章 录取通知
秦恒入内。,星武纪元,第024章 录取通知
杨教练对大胡子介绍道：“钟师兄，这就是秦恒，你昨天见过的。孩子今年刚满十八岁，修炼《先天胎息功》时间很短，将来前途不可限量，你们可要好好栽培。”,星武纪元,第024章 录取通知
钟万山欣然点头：“只要他没被神药开发过，我们一定倾尽全力，把他当做武神预备种子来栽培！”,星武纪元,第024章 录取通知
钟万山欣然点头：“只要他没被神药开发过，我们一定倾尽全力，把他当做武神预备种子来栽培！”,星武纪元,第025章 精英班
而后杨怀安又对秦恒三人介绍道：“这位是大武师钟万山，他是天道武馆的高级武道教授，你们可以叫他钟老师。”,星武纪元,第025章 精英班
“钟老师！”三人齐声问候。,星武纪元,第025章 精英班
钟万山看向他们，表情很满意。,星武纪元,第025章 精英班
目光落在秦恒身上，他说道：“秦恒，关于神药一事，你可有什么想说的？”,星武纪元,第025章 精英班
秦恒果断道：“身正不怕影斜！”,星武纪元,第025章 精英班
“好！”,星武纪元,第025章 精英班
钟万山非常满意：“做武者，不要怕质疑和污蔑，只要实力足够，任何声音最终都会变成赞美，就像我们伟大的女武神一样。”,星武纪元,第025章 精英班
女武神……,星武纪元,第025章 精英班
秦恒心里一阵恍惚。,星武纪元,第025章 精英班
他居然被拿来和女武神做比较，这是何等殊荣啊？,星武纪元,第025章 精英班
当年乱世，女武神“劫”的风评也曾经一度很差，有人说她滥杀无辜，有人说她蛮横霸道，也有人质疑她根本不是人类，是怪兽变的。,星武纪元,第025章 精英班
但随着一座座基地市在她的指示下拔地而起，人们有了新的家园，并且通过电视转播目睹她亲手击杀三位兽神之后，那些质疑的声音很快就消失了。,星武纪元,第025章 精英班
到现在，她已经成为神话一般的存在，是全民偶像，被奉为新时代的救世主。,星武纪元,第025章 精英班
秦恒道：“我会努力，尽快摆脱那些流言，为我自己和天道武馆正名。”,星武纪元,第025章 精英班
“嗯。”,星武纪元,第025章 精英班
钟万山点点头，取出一份封装好的文件递给他：“这就是你的录取通知书，市长和馆主联名盖章的，今年独一份。”,星武纪元,第025章 精英班
秦恒双手接过。,星武纪元,第025章 精英班
录取通知书，通常只要武馆盖章就行。,星武纪元,第025章 精英班
但这“第一份”，要给媒体拍照留存，基地市的市长也会在上面留下印章，作为纪念。,星武纪元,第025章 精英班
“拆开看看。”钟万山道。,星武纪元,第025章 精英班
秦恒拆开封口。,星武纪元,第025章 精英班
录取通知书是硬纸板的质地，背面有着华丽的花纹图案。,星武纪元,第025章 精英班
翻开一看，里面写着一句话：秦恒学员，经基地市政府和天道武馆共同考核，现决定录取你为本武馆第2088届学员，请于7月1日前抵达天道武馆进行入学报到。,星武纪元,第025章 精英班
下方是两个签名和印章。,星武纪元,第025章 精英班
市长：周志平,星武纪元,第025章 精英班
馆主：王道一,星武纪元,第025章 精英班
除此之外，文件袋里还有一张小卡片、一本薄薄的小册子。,星武纪元,第025章 精英班
“这是什么？”秦恒取出来看了一眼。,星武纪元,第025章 精英班
钟万山解释道：“新生入学手册，里头介绍了咱们武馆的组织结构和一些新生需要注意的事项，有空的时候看看就行。这张卡片是银行卡，是以后给你发工资用的，初始密码123456，自己保管好。”,星武纪元,第025章 精英班
工资卡！,星武纪元,第025章 精英班
秦恒眼睛发亮。,星武纪元,第025章 精英班
这就是他以后每个月12万月薪存放的地方！,星武纪元,第025章 精英班
“多谢钟老师！”秦恒道。,星武纪元,第025章 精英班
钟万山淡淡一笑：“我听杨师弟说你家境不好，提前往你卡里充了一万块钱，从你下个月工资里扣。”,星武纪元,第025章 精英班
“啊？这……”,星武纪元,第025章 精英班
秦恒瞬间惊喜。,星武纪元,第025章 精英班
本以为第一笔工资还得8月才能拿到手，没想到今天钟万山居然就直接给了他一万！,星武纪元,第025章 精英班
那可是10000元啊，就算是天天吃肉也够他吃一年了！,星武纪元,第025章 精英班
这时，杨怀安说道：“秦恒，以后有了钱，也不能忘本，要记得自己习武的初衷。”,星武纪元,第025章 精英班
“是，教练，我一定不忘初心！”秦恒满脸高兴的回道。,星武纪元,第025章 精英班
他的初衷，是让父母、凌雪过上好日子。,星武纪元,第025章 精英班
这一点永远不会变！,星武纪元,第025章 精英班
除此之外，他还有第二个理想，就是去猎杀野兽，像书本上看过的那些大英雄、武神们一样，为守护人类家园而战！,星武纪元,第025章 精英班
“说起来……”,星武纪元,第025章 精英班
钟万山说道：“秦恒，汪老的侄孙说你吃过神药，抹黑你……这应该是私怨吧？”,星武纪元,第025章 精英班
秦恒点头：“我和他很早之前就有过节，以前打架难分高下，如今他地位变了，便想报复我。”,星武纪元,第025章 精英班
钟万山微微皱眉：“这倒是有些麻烦。若是别人，天道武馆自可以为你做主。但汪老是大宗师，而且膝下无亲，这个汪鹏，对他而言非常重要。”,星武纪元,第025章 精英班
汪剑鸣毕竟是大宗师，整个南夏基地市，这样的强者也不过三四十人。,星武纪元,第025章 精英班
汪鹏作为他唯一的亲人，即使有不对的地方，也不会容许其他人指指点点。,星武纪元,第025章 精英班
秦恒也明白这一点，回道：“自己的恩怨自己解决，我不会麻烦天道武馆的。只要实力足够，他自然不敢再找我麻烦。”,星武纪元,第025章 精英班
钟万山：“不卑不亢，很好。”,星武纪元,第025章 精英班
旋即又补充道：“不过他要是真的请高手对付你，威胁到生命安全的话，也别自己扛着。咱们天道武馆，无惧任何势力，哪怕对方是武神。”,星武纪元,第025章 精英班
这句话说得格外自信。,星武纪元,第025章 精英班
天道武馆，连武神都不怕！,星武纪元,第025章 精英班
因为他们的总馆主，本身就是目前地球上实力最强的武神之一！,星武纪元,第025章 精英班
秦恒内心为之一振：“我明白了，多谢钟老师。”,星武纪元,第025章 精英班
有天道武馆给他兜底，汪鹏不足为惧。,星武纪元,第025章 精英班
“对了，还有一件事。”钟万山语气一转。,星武纪元,第025章 精英班
“钟老师请说。”秦恒听着。,星武纪元,第025章 精英班
钟万山：“三个月后，四大武馆有一场武道大会，你必须去参加，提前做好准备。”,星武纪元,第025章 精英班
“武道大会？就是萧阳说的那个？”秦恒问道。,星武纪元,第025章 精英班
钟万山有些意外：“你什么时候认识了萧阳？”,星武纪元,第025章 精英班
“就昨天在边境墙的部队食堂见过一面，他约战我。”秦恒如实道。,星武纪元,第025章 精英班
钟万山闻言一笑：“那挺好，天才对天才，这一架值得期待。”,星武纪元,第025章 精英班
“钟老师，您让我参赛，是有什么指示吗？”秦恒问他。,星武纪元,第025章 精英班
钟万山解释：“是这样，因为神药谣言的事，我们的行政副馆主特别要求，你被暂时踢出了‘精英班’的行列，只有拿行动证明自己并未服用过神药，实力一直在稳步增长，才能拿回机会。”,星武纪元,第025章 精英班
“精英班？那是什么？”秦恒和苏狂、陈元，都很好奇。,星武纪元,第025章 精英班
钟万山道：“四大武馆都设有精英班，是用来培养有望成为宗师的天才学员的，学习资源比普通学员丰富得多。精英班不分高低年级，不论何时入武馆，都是在同一个班。目前天道武馆精英班有12个学员，你如果能够在三个月后的比武大会上展现出比昨天测试强很多的实力，就可以成为第13个。”,星武纪元,第025章 精英班
秦两眼一亮。,星武纪元,第025章 精英班
这精英班好像很厉害！,星武纪元,第025章 精英班
整个天道武馆才12个学员，每个人都是有机会成为宗师、大宗师的顶尖天才！,星武纪元,第025章 精英班
若能进入这个特殊班级，享受到的资源绝对远超想象！,星武纪元,第025章 精英班
“钟老师，我一定会证明自己的！”秦恒自信满满的说道。,星武纪元,第025章 精英班
以现在的成长速度，三个月后，他肯定已经是初级武者，拳力少说1200公斤以上。,星武纪元,第025章 精英班
这样的实力，应该足够洗清谣言，击败萧阳，拿下精英班的位置。,星武纪元,第025章 精英班
钟万山：“嗯，好好努力吧。萧阳潜力也非常棒，而且他出生在武道家庭，自幼习武，实战能力非常出色。你想要赢他，可不是件容易的事。”,星武纪元,第025章 精英班
“明白！”秦恒点头。,星武纪元,第025章 精英班
随后，他便和苏狂、陈元一起离开。,星武纪元,第025章 精英班
钟万山看着他的背影，嘴角带着满意的微笑。,星武纪元,第025章 精英班
但过了一会儿，却忽然叹了口气。,星武纪元,第025章 精英班
杨教练问道：“钟师兄，为何叹气？”,星武纪元,第025章 精英班
钟万山：“这秦恒，我还挺喜欢的。只是他年纪轻轻就和汪剑鸣这样的大宗师结下恩怨，将来怕是会很艰难。”,星武纪元,第025章 精英班
杨怀安倒是不担心，笑说道：“是金子总会发光，真正的天才不可能被埋没。这孩子虽然年纪小、吃软饭，但我看得出来，他内心坚韧机敏，不是早夭之人。”,星武纪元,第025章 精英班
钟万山：“哦，那就好……等等？吃软饭？”,星武纪元,第025章 精英班
钟万山：“哦，那就好……等等？吃软饭？”,星武纪元,第026章 谣言的力量
第一份录取通知书的消息很快传遍了武馆，紧接着又通过学员们的口口相传，传播到整个7号贫民区。,星武纪元,第026章 谣言的力量
短短几天，所有乡亲们都知道了秦恒的事情，替他高兴，向他道贺。,星武纪元,第026章 谣言的力量
但……谣言的力量也不容小觑。,星武纪元,第026章 谣言的力量
秦恒耳朵听到的都是祝贺的声音，可他知道，其实有很多人都在暗地里对自己指指点点，说他冒充天才，骗取高薪待遇。,星武纪元,第026章 谣言的力量
网络上，电视上，质疑的声音铺天盖地。,星武纪元,第026章 谣言的力量
有电视台还专门开设了节目，聘请专家，对“修炼两天达到928公斤拳力”的话题进行分析，看是否存在可能性。,星武纪元,第026章 谣言的力量
结果专家们一番论断，最终觉得此事绝无可能，即使是创造“最快达到大宗师境界”的天才修炼者“陈耀”，当年也没这么夸张。,星武纪元,第026章 谣言的力量
甚至还有人把女武神“劫”拿出来对比，说秦恒的表现比“劫”还离谱，绝对不可能。,星武纪元,第026章 谣言的力量
本来秦恒是真材实料的天才，却被这些子虚乌的谣言给批判得体无完肤。,星武纪元,第026章 谣言的力量
毫无疑问，这些事情背后一定有汪鹏的影子，是汪鹏在推动这些东西，想以此来毁了秦恒。,星武纪元,第026章 谣言的力量
如果换做内心脆弱的人，面对这样的全民质疑、舆论暴力，恐怕会受到很大影响，变得抑郁、烦躁，失去锐气，气到发疯。,星武纪元,第026章 谣言的力量
还好，秦恒心智坚定。,星武纪元,第026章 谣言的力量
任凭外界如何谩骂、质疑，他依然我行我素，每天按时去武馆训练，准点回家。,星武纪元,第026章 谣言的力量
别人信谣他不在乎，只要方凌雪相信他，爸妈相信他，就足够了。,星武纪元,第026章 谣言的力量
不过……,星武纪元,第026章 谣言的力量
这种心态随着一件小事的发生，悄悄的变了。,星武纪元,第026章 谣言的力量
6月26日。,星武纪元,第026章 谣言的力量
这天傍晚，秦恒结束训练，来到霜雪城奶茶店。,星武纪元,第026章 谣言的力量
小店门口贴着转让的通知，营业期只剩下最后几天。,星武纪元,第026章 谣言的力量
或许是因为即将关门，以后喝不到新鲜的果茶了，所以最近客人比平时多了很多。,星武纪元,第026章 谣言的力量
秦恒来的时候，方凌雪和于玲玲正忙个不停。,星武纪元,第026章 谣言的力量
“凌雪，两杯橘子水，咱俩一人一杯。”他来到柜台，付了一元钱。,星武纪元,第026章 谣言的力量
方凌雪看到他，立即露出天真烂漫的笑容：“一身汗也不知道擦一擦。我给你做不冰的，你刚刚训练完不能喝冷饮。”,星武纪元,第026章 谣言的力量
“好，听你的。”秦恒欣然道，找了个位置坐下。,星武纪元,第026章 谣言的力量
看着女友熟练制作果茶的动作，他的心里一片宁静。,星武纪元,第026章 谣言的力量
这时，秦恒听到了一些声音。,星武纪元,第026章 谣言的力量
旁边的座位，有人压低嗓音悄声细语。,星武纪元,第026章 谣言的力量
“他就是秦恒，今年准武者考核全市第一那个。”,星武纪元,第026章 谣言的力量
“看起来挺老实的啊，怎么会去骗人呢？”,星武纪元,第026章 谣言的力量
“你懂什么！那可是12万一个月的薪资，钱多到能买牛肉砸死你！再老实的人，遇到这种事情也是会变的。”,星武纪元,第026章 谣言的力量
“这倒是……妈的，12万啊，我们得赚多久？”,星武纪元,第026章 谣言的力量
虽然他们已经尽量放低声音了，但秦恒还是听得清清楚楚。,星武纪元,第026章 谣言的力量
这种言论他最近每天都会听到很多，没放在心上，眼里只有方凌雪。,星武纪元,第026章 谣言的力量
可是紧接着，那些人的话题又变了。,星武纪元,第026章 谣言的力量
“这小子好像是果茶妹的男朋友。”,星武纪元,第026章 谣言的力量
“可不是，听说他还吃果茶妹的软饭呢，作为一个男人，真是够无耻的。”,星武纪元,第026章 谣言的力量
“我靠真的假的？一边吃软饭一边搞诈骗，这人得多恶心啊……”,星武纪元,第026章 谣言的力量
“我跟你说，越是不要脸的人，往往过得越好，咱就是太老实了，不然哪里比不上这小子？”,星武纪元,第026章 谣言的力量
“唉，果茶妹那么漂亮乖巧的女孩子，可惜了……”,星武纪元,第026章 谣言的力量
秦恒听到这些话，心里有些不舒服。,星武纪元,第026章 谣言的力量
若只是说他自己，他怎样都无所谓，反正自己问心无愧。,星武纪元,第026章 谣言的力量
但牵涉到方凌雪，让她无端遭受白眼，就没办法充耳不闻了。,星武纪元,第026章 谣言的力量
秦恒扭头看了那些人一眼，带着几分警告的意味。,星武纪元,第026章 谣言的力量
凌厉的眼神，立刻让那些人安静了下来。,星武纪元,第026章 谣言的力量
“他听到了……”,星武纪元,第026章 谣言的力量
“走，赶紧走。”,星武纪元,第026章 谣言的力量
“惹不起惹不起，快走。”,星武纪元,第026章 谣言的力量
这些人都只是普通市井小民，面对秦恒这种准武者，很有自知之明，当下就起身跑了。,星武纪元,第026章 谣言的力量
方凌雪做好橘子水拿来给他，看到客人走了一半，又看到秦恒脸色不太对，便问道：“怎么了，是不是有人说你坏话？”,星武纪元,第026章 谣言的力量
秦恒：“看来你也听了不少。”,星武纪元,第026章 谣言的力量
方凌雪：“嗯……不过我知道那些都是谣言，没关系的，让他们说去吧，反正也不会改变你被天道武馆录取的事实。”,星武纪元,第026章 谣言的力量
“话虽如此，但是……”,星武纪元,第026章 谣言的力量
秦恒微微一叹。,星武纪元,第026章 谣言的力量
“别胡思乱想了，喝你的橘子水，我马上也下班了，晚上去你家一起吃饭。”方凌雪浅笑说道。,星武纪元,第026章 谣言的力量
少女纯真的笑容很有感染力，秦恒的心情立刻好转了不少。,星武纪元,第026章 谣言的力量
在店里待了一会儿，顾客慢慢少了。,星武纪元,第026章 谣言的力量
方凌雪收拾东西下班，和秦恒一起回家。,星武纪元,第026章 谣言的力量
回家的时候，秦恒又听到了一些不好听的话。,星武纪元,第026章 谣言的力量
而且是在家门口。,星武纪元,第026章 谣言的力量
他和方凌雪顺着楼梯通道往上爬，快到家的时候，听到家里传来声音。,星武纪元,第026章 谣言的力量
邻居的邵大爷正语重心长的对他爸妈说：“子明啊，你得劝劝你家小恒，要是真的吃过神药，就去向天道武馆坦白。人家武馆家大业大，会原谅他的。而且吃神药也不是什么丢脸的事情，大家盼都盼不来呢，最起码增长的力气都是真的嘛。”,星武纪元,第026章 谣言的力量
老爸秦子明一副不想搭理的语气：“知道了知道了，等孩子回来我就跟他说，邵叔您饿不饿，要不要留下来一起吃晚饭？小恒这会儿也快回来了。”,星武纪元,第026章 谣言的力量
邵大爷当即表示：“不了不了，我也得回去给大孙子做饭，改天再来串门。”,星武纪元,第026章 谣言的力量
“那您慢走，我们就不送了。”,星武纪元,第026章 谣言的力量
接着就是开门的声音。,星武纪元,第026章 谣言的力量
邵大爷往楼上走。,星武纪元,第026章 谣言的力量
秦恒和方凌雪从楼下来，几乎是大爷前脚刚走，两人就到家了。,星武纪元,第026章 谣言的力量
“爸，妈。”秦恒看向爸妈，发现两人的脸色都不好看。,星武纪元,第026章 谣言的力量
“小恒，你都听见啦？”秦子明看到儿子回来，连忙道：“邵大爷电视看傻了胡说八道的，你别搭理他。”,星武纪元,第026章 谣言的力量
盛玉涵也道：“就是，这帮人就是见不得咱家孩子优秀，看到有人造谣中伤你，立刻眼巴巴的信了。其实他们都知道你的真的很厉害，只是接受不了而已。”,星武纪元,第026章 谣言的力量
“嗯。”秦恒没说什么，只是看着爸妈。,星武纪元,第026章 谣言的力量
他忽然意识到一个问题。,星武纪元,第026章 谣言的力量
自己每天外出训练，晚上回家，可以接触到很多人，可以做很多事，用来调节心情，保持自信。,星武纪元,第026章 谣言的力量
可爸妈不一样。,星武纪元,第026章 谣言的力量
他们出不去，只能待在家里看电视。,星武纪元,第026章 谣言的力量
现在电视上全都是对他不利的信息，附近邻居偶尔来串门，还说那种难听的话。,星武纪元,第026章 谣言的力量
这对爸妈而言，无疑是非常难受的一种体验。,星武纪元,第026章 谣言的力量
原本儿子被天道武馆高新录取，他们都很高兴。,星武纪元,第026章 谣言的力量
可这才几天，他们脸上的笑意却是慢慢消失了，取而代之的是忧愁。,星武纪元,第026章 谣言的力量
人言可畏，哪怕明知道那些话都是假的，听多了也会难受。,星武纪元,第026章 谣言的力量
秦恒进厨房做饭。,星武纪元,第026章 谣言的力量
很快，一顿丰盛的晚餐就做好了。,星武纪元,第026章 谣言的力量
“今天又吃肉啊？天天吃的那么好，我和你妈都胖了。”秦子明笑说道。,星武纪元,第026章 谣言的力量
方凌雪替秦恒解释：“赚了钱肯定要改善生活嘛，以后还会吃得更好的。”,星武纪元,第026章 谣言的力量
“你这老头真不懂事，能吃胖是福气，儿子儿媳孝顺还不够你美的啊？你不吃我吃！”,星武纪元,第026章 谣言的力量
“欸，我没说不吃啊，给我留一块！”,星武纪元,第026章 谣言的力量
“哈哈哈~”,星武纪元,第026章 谣言的力量
公婆和媳妇有说有笑的，其乐融融。,星武纪元,第026章 谣言的力量
只有秦恒一顿饭时间没说一句话。,星武纪元,第026章 谣言的力量
只有秦恒一顿饭时间没说一句话。,星武纪元,第027章 先成为武者！
饭后，秦恒送方凌雪回去。,星武纪元,第027章 先成为武者！
路上，方凌雪问他：“你是不是生气了？刚才一声不吭的，看起来有点吓人。”,星武纪元,第027章 先成为武者！
秦恒回道：“是有点生气，不过不是对你们。”,星武纪元,第027章 先成为武者！
“我知道不是对我们，但对其他人也一样。邻居都是普通人，你一个准武者，要动手报复的话可能会被取消武馆的学籍。”,星武纪元,第027章 先成为武者！
方凌雪有些担心，怕他生气上头，做出暴力的举动。,星武纪元,第027章 先成为武者！
秦恒莞尔道：“你想哪去了，我是那种人么？”,星武纪元,第027章 先成为武者！
方凌雪：“那你在想什么？”,星武纪元,第027章 先成为武者！
秦恒：“冤有头债有主，就算要报复，我也是找汪鹏报复。不过那家伙背后有个大宗师，暂时好像没什么机会。”,星武纪元,第027章 先成为武者！
方凌雪听到“大宗师”三个字，幽幽的叹了口气。,星武纪元,第027章 先成为武者！
旋即安慰道：“先好好修炼吧，别想那么多。等你有钱咱们就搬去新城区，叔叔阿姨就不用被邻居骚扰了。”,星武纪元,第027章 先成为武者！
“嗯……”,星武纪元,第027章 先成为武者！
秦恒不再多言。,星武纪元,第027章 先成为武者！
不过他的心中，已经有了计划。,星武纪元,第027章 先成为武者！
送方凌雪到家，回来的路上，他从兜里掏出手机，拨通了一个电话。,星武纪元,第027章 先成为武者！
手机是最近刚买的，价值3000元，不止他自己有一部，家里也有一部，是为了方便以后去了天道武馆，不能回家时联系家人用的。,星武纪元,第027章 先成为武者！
嘟……,星武纪元,第027章 先成为武者！
电话呼出，跳出“钟万山”的头像和名字。,星武纪元,第027章 先成为武者！
很快，电话就接通了。,星武纪元,第027章 先成为武者！
秦恒：“钟老师，我想问您一件事。”,星武纪元,第027章 先成为武者！
“什么事情，说来听听。”电话里传来钟万山懒洋洋的声音，四周有些嘈杂，似乎在跟别人喝酒。,星武纪元,第027章 先成为武者！
秦恒开门见山，说道：“我现在的拳力已经超过1000公斤，是不是可以直接申请注册为武者户籍？”,星武纪元,第027章 先成为武者！
“啊？什么？1000公斤！”,星武纪元,第027章 先成为武者！
听到这话，钟万山那边传来“啪”的一声，好像是酒杯被捏碎了。,星武纪元,第027章 先成为武者！
钟万山语气错愕：“你没开玩笑吧？前几天考核还是928公斤，这才过去几天？”,星武纪元,第027章 先成为武者！
秦恒笃定道：“我有十足把握，绝对不是在夸大其词！”,星武纪元,第027章 先成为武者！
今天是他修炼《先天胎息功》的第七天，七天以来，每天早上结束修炼的时候，他都可以明显感觉到体魄在增长，连带着身高也在发生变化。,星武纪元,第027章 先成为武者！
如今的他，身高比一周之前高了整整10厘米，力量虽然还没测，但拳力超过1000公斤是板上钉钉的事情，而且超出不是一点点！,星武纪元,第027章 先成为武者！
钟万山那边沉默了一会儿。,星武纪元,第027章 先成为武者！
少顷，他喃喃自语道：“这才刚通过准武者考核，就要注册成为武者，是不是有些太离谱了？”,星武纪元,第027章 先成为武者！
秦恒道：“钟老师，我查过资料，武者正式考核每个月都有一次，刚好是在月底。现在我如果去报名的话，是来得及的。”,星武纪元,第027章 先成为武者！
这是他深思熟虑之后的结果，目的就是想用正式武者的身份，来为自己正名。,星武纪元,第027章 先成为武者！
武道大会还要等三个月，太久了。,星武纪元,第027章 先成为武者！
他自己可以不在意，但是看到爸妈和凌雪天天被人念叨，心里过意不去。,星武纪元,第027章 先成为武者！
众所周知，神药的提升是一次性的，达到一个高度之后，就不会再有第二次提升，并且终生都无法继续成长。,星武纪元,第027章 先成为武者！
前几天考核928公斤，被人造谣是吃了神药。,星武纪元,第027章 先成为武者！
现在他去参加武者正式考核，只要通过至少1000公斤的拳力测试，以及荒野猎杀行动考验，谣言便会不攻自破！,星武纪元,第027章 先成为武者！
钟万山道：“确实如此，每个月的20-26号是武者考核报名日，27号所有报名的准武者集合，乘坐武者联盟的荒野战车前往野外做任务。只要实战任务完成，就可以拿到武者户籍，拥有诸多特权。”,星武纪元,第027章 先成为武者！
“那我可以去报名吗？会不会影响到入学？”秦恒问他。,星武纪元,第027章 先成为武者！
钟万山回道：“影响倒是不会。这种事情以前也发生过几次，都是发生在复考生的身上。咱们武馆设有准武者、武者、精英班三种不同类型的学员班，你要是通过武者考核的话，到时候会直接分配到武者班里面去。至于精英班……我不是很肯定，这件事情以我的身份还拿不了主意。”,星武纪元,第027章 先成为武者！
秦恒的表情一下子舒服了不少：“进精英班倒是不着急。钟老师，那我这就去报名，晚了可就来不及了。”,星武纪元,第027章 先成为武者！
今天刚好是26号，报名的最后一天。,星武纪元,第027章 先成为武者！
钟万山笑了笑：“你既然有决定，那就去吧。对了，武者考试需要去荒野猎杀指定的怪兽，荒野很危险，每个月的武者考核都有人丧命或者致残，你要保护好自己。我可以接受你考核失败，但你绝对不能伤残，否则别说12万月薪，就是12块钱也不会给你。”,星武纪元,第027章 先成为武者！
“我明白，多谢钟老师提醒！”,星武纪元,第027章 先成为武者！
秦恒挂了通话，双目之中，光芒炽热。,星武纪元,第027章 先成为武者！
“武者！”,星武纪元,第027章 先成为武者！
他攥着拳头，略有些激动。,星武纪元,第027章 先成为武者！
曾经，他把“成为武者”当做最大的目标，心里想的是自己拼命努力，通过准武者考核，然后在四大武馆中的某一个修炼几年，最终成为正式武者，更换武者户籍，从此改变命运，让爸妈和凌雪过上好日子。,星武纪元,第027章 先成为武者！
可是这才短短几天，他才刚通过准武者考核没多久，就已经拥有初级武者的实力了！,星武纪元,第027章 先成为武者！
这样的经历，让他不得不重新评估自己的未来，把“武者”从远大的目标，更换成“一个起点”。,星武纪元,第027章 先成为武者！
如今的秦恒，自信心十足！,星武纪元,第027章 先成为武者！
“现在报名，然后外出进行实战考试，来回最多三四天。”,星武纪元,第027章 先成为武者！
“三四天后，我就是武者，全球三百万特殊人群中的一个！”,星武纪元,第027章 先成为武者！
“爸妈和凌雪也将成为武者家属，受到《武者权益保护法》的保护。”,星武纪元,第027章 先成为武者！
这件事，只许成功不许失败！,星武纪元,第027章 先成为武者！
秦恒查询了一下武者考核的报名处电话号码。,星武纪元,第027章 先成为武者！
两分钟后，他再次拨通电话。,星武纪元,第027章 先成为武者！
“你好，我要报名参加初级武者认证考核。”,星武纪元,第027章 先成为武者！
“秦恒，18岁，男，身份证号108403207009081079。”,星武纪元,第027章 先成为武者！
“是的，是我，前几天刚刚通过准武者考核。”,星武纪元,第027章 先成为武者！
报名处的人听到他的名字，显得十分诧异，所以多询问了一句：“秦恒学员，你确定自己有初级武者的实力？”,星武纪元,第027章 先成为武者！
秦恒明确道：“我十分确定，请为我报名参加本月考核。”,星武纪元,第027章 先成为武者！
工作人员好半晌才回道：“好的，已经为您写入名单，请于6月27日上午9点，也就是明天早上，到武者联盟的总站进行拳力测试。只要通过测试，下午就可以乘坐专车，前往荒野进行为期3天的实战考核。”,星武纪元,第027章 先成为武者！
“嗯，我一定到。”秦恒挂了电话。,星武纪元,第027章 先成为武者！
“嗯，我一定到。”秦恒挂了电话。,星武纪元,第028章 这么巧
明早9点，还真是够快的。,星武纪元,第028章 这么巧
时间不容许拖拉。,星武纪元,第028章 这么巧
秦恒迅速返回家中，跑到天台，开始了第七次《先天胎息功》的修炼。,星武纪元,第028章 这么巧
经过前面六次的修炼，他对自身的情况已经十分了解。,星武纪元,第028章 这么巧
秦恒明白，自己之所以提升速度那么快，最重要的原因是在于“经脉”的异常。,星武纪元,第028章 这么巧
最近他查了很多资料，可以确定，绝大多数武者的经脉都是闭塞的，需要通过艰苦的训练和修行，一点点慢慢打开。,星武纪元,第028章 这么巧
等到经脉全部通畅的时候，差不多也已经是武师级强者了。,星武纪元,第028章 这么巧
像他这种一开始就打通全部经脉的，世界上并非没有，只是数量比较少。,星武纪元,第028章 这么巧
这种人被称为“武道奇才”，一千个武者里面可能会出现一个，全球估计有3000多个。,星武纪元,第028章 这么巧
今年南夏基地市的另一个准武者天才“萧阳”，应该也是这种情况。,星武纪元,第028章 这么巧
不过秦恒感觉自己和那些“武道天才”可能还是有些不一样。,星武纪元,第028章 这么巧
因为即使是有记载的武道天才，修炼速度也没有他这么快！,星武纪元,第028章 这么巧
第一周的快速成长期，一般提升到750公斤拳力就算很厉害了，超过800的都是怪胎，会被各大武馆重点培养。,星武纪元,第028章 这么巧
而他……拳力已然远超1000公斤。,星武纪元,第028章 这么巧
明月高悬，武道天桥熠熠生辉，撒下一缕缕看不见的能量。,星武纪元,第028章 这么巧
秦恒的身体静静吸收着这些能量，每一次心脏的跳动，都比上一次更加有力。,星武纪元,第028章 这么巧
不知不觉，一夜时间过去。,星武纪元,第028章 这么巧
秦恒睁开眼，时间是早上6点30分。,星武纪元,第028章 这么巧
“好几天没测拳力了，今天去武者联盟看看，这一星期究竟提升了多少。”,星武纪元,第028章 这么巧
